match_id,minute,scoring_team,scorer,is_home_goal,home_score_before,away_score_before,home_score_after,away_score_after,game_state_before,game_state_after,is_equalizer,is_go_ahead_goal,is_late_goal
4910212,33,Real Madrid,Maria Mendez,False,0,0,0,1,drawing,winning,False,True,False
4910212,40,Logrono,Isabel Corte,True,0,1,1,1,losing,drawing,True,False,False
4910212,78,Logrono,Merle Frohms,True,1,1,2,1,drawing,winning,False,True,True
4910212,90,Real Madrid,Signe Bruun,False,2,1,2,2,losing,drawing,True,False,True
4910213,26,Sevilla,Rosa Marquez,False,0,0,0,1,drawing,winning,False,True,False
4910214,23,Real Sociedad,Aiara Agirrezabala,False,0,0,0,1,drawing,winning,False,True,False
4910214,45,Real Sociedad,Aiara Agirrezabala,False,0,1,0,2,winning,winning,False,False,False
4910214,74,Madrid CFF,Allegra Poljak,True,0,2,1,2,losing,losing,False,False,False
4910214,83,Madrid CFF,Malou Rylov,True,1,2,2,2,losing,drawing,True,False,True
4910215,5,Barcelona,Caroline Graham Hansen,True,0,0,1,0,drawing,winning,False,True,False
4910215,11,Barcelona,Aitana Bonmati,True,1,0,2,0,winning,winning,False,False,False
4910215,28,Barcelona,Ewa Pajor,True,2,0,3,0,winning,winning,False,False,False
4910215,45,Barcelona,Ona Batlle,True,3,0,4,0,winning,winning,False,False,False
4910215,57,Barcelona,Caroline Graham Hansen,True,4,0,5,0,winning,winning,False,False,False
4910215,71,Barcelona,Claudia Pina,True,5,0,6,0,winning,winning,False,False,False
4910215,73,Barcelona,Claudia Pina,True,6,0,7,0,winning,winning,False,False,False
4910215,90,Barcelona,Claudia Pina,True,7,0,8,0,winning,winning,False,False,True
4910216,34,Atletico Madrid,Synne Jensen,False,0,0,0,1,drawing,winning,False,True,False
4910216,49,Atletico Madrid,Gabriela Garcia,False,0,1,0,2,winning,winning,False,False,False
4910216,64,Atletico Madrid,Fiamma Benitez,False,0,2,0,3,winning,winning,False,False,False
4910216,87,Atletico Madrid,Macarena Portales,False,0,3,0,4,winning,winning,False,False,True
4910216,90,Atletico Madrid,Luany Vitoria da Silva Rosa,False,0,4,0,5,winning,winning,False,False,True
4910218,17,Granada,Sonya Keefe,False,0,0,0,1,drawing,winning,False,True,False
4910218,23,Levante,Maria Gabaldon,True,0,1,1,1,losing,drawing,True,False,False
4910218,73,Granada,Sonya Keefe,False,1,1,1,2,drawing,winning,False,True,False
4910219,15,Barcelona,Vicky Lopez,False,0,0,0,1,drawing,winning,False,True,False
4910219,21,Barcelona,Patricia Guijarro,False,0,1,0,2,winning,winning,False,False,False
4910219,23,Barcelona,Ewa Pajor,False,0,2,0,3,winning,winning,False,False,False
4910219,40,Barcelona,Ewa Pajor,False,0,3,0,4,winning,winning,False,False,False
4910219,49,Barcelona,Adriana Nanclares,False,0,4,0,5,winning,winning,False,False,False
4910219,51,Athletic Club,Maite Zubieta,True,0,5,1,5,losing,losing,False,False,False
4910219,60,Barcelona,Aitana Bonmati,False,1,5,1,6,winning,winning,False,False,False
4910219,80,Barcelona,Vicky Lopez,False,1,6,1,7,winning,winning,False,False,True
4910219,89,Barcelona,Aitana Bonmati,False,1,7,1,8,winning,winning,False,False,True
4910220,17,Atletico Madrid,Lauren,True,0,0,1,0,drawing,winning,False,True,False
4910220,73,Real Madrid,Sara Däbritz,False,1,0,1,1,losing,drawing,True,False,False
4910220,83,Atletico Madrid,Luany Vitoria da Silva Rosa,True,1,1,2,1,drawing,winning,False,True,True
4910221,90,Real Sociedad,Nerea Eizagirre,False,0,0,0,1,drawing,winning,False,True,True
4910222,20,UD Tenerife,Aithiara,False,0,0,0,1,drawing,winning,False,True,False
4910222,46,UD Tenerife,Sakina Ouzraoui,False,0,1,0,2,winning,winning,False,False,False
4910222,63,UD Tenerife,Bernadette Amani,False,0,2,0,3,winning,winning,False,False,False
4910222,82,UD Tenerife,Carlota Suarez,False,0,3,0,4,winning,winning,False,False,True
4910224,21,Levante Badalona,Estefania Banini,False,0,0,0,1,drawing,winning,False,True,False
4910224,70,Levante Badalona,Lice Chamorro,False,0,1,0,2,winning,winning,False,False,False
4910225,41,Espanyol,Ona Baradad,True,0,0,1,0,drawing,winning,False,True,False
4910225,61,Deportivo La Coruna,Barbara Latorre,False,1,0,1,1,losing,drawing,True,False,False
4910226,80,Madrid CFF,Monica,True,0,0,1,0,drawing,winning,False,True,True
4910227,6,Alhama CF,Mariana Diaz Leal,True,0,0,1,0,drawing,winning,False,True,False
4910227,51,Granada,Laura Perez,False,1,0,1,1,losing,drawing,True,False,False
4910228,8,Atletico Madrid,Amaiur Sarriegi,True,0,0,1,0,drawing,winning,False,True,False
4910228,51,Atletico Madrid,Luany Vitoria da Silva Rosa,True,1,0,2,0,winning,winning,False,False,False
4910228,57,Atletico Madrid,Julia Bartel,True,2,0,3,0,winning,winning,False,False,False
4910228,90,Atletico Madrid,Andrea Medina,True,3,0,4,0,winning,winning,False,False,True
4910229,9,Real Sociedad,Aiara Agirrezabala,True,0,0,1,0,drawing,winning,False,True,False
4910229,16,Real Sociedad,Lucia Pardo,True,1,0,2,0,winning,winning,False,False,False
4910229,88,Real Sociedad,Intza Eguiguren,True,2,0,3,0,winning,winning,False,False,True
4910230,32,Deportivo La Coruna,Ainhoa Marin,True,0,0,1,0,drawing,winning,False,True,False
4910232,21,Barcelona,Aitana Bonmati,True,0,0,1,0,drawing,winning,False,True,False
4910232,24,Barcelona,Aitana Bonmati,True,1,0,2,0,winning,winning,False,False,False
4910232,42,Barcelona,Ewa Pajor,True,2,0,3,0,winning,winning,False,False,False
4910232,68,Barcelona,Francisca Nazareth,True,3,0,4,0,winning,winning,False,False,False
4910234,17,Real Madrid,Alba Redondo,True,0,0,1,0,drawing,winning,False,True,False
4910234,21,Madrid CFF,Angela Sosa,False,1,0,1,1,losing,drawing,True,False,False
4910234,34,Real Madrid,Caroline Weir,True,1,1,2,1,drawing,winning,False,True,False
4910235,38,UD Tenerife,Aithiara,False,0,0,0,1,drawing,winning,False,True,False
4910235,52,UD Tenerife,Carlota Suarez,False,0,1,0,2,winning,winning,False,False,False
4910235,90,UD Tenerife,Paulina Gramaglia,False,0,2,0,3,winning,winning,False,False,True
4910235,90,UD Tenerife,Aleksandra Zaremba,False,0,3,0,4,winning,winning,False,False,True
4910237,34,Espanyol,Paula Arana,True,0,0,1,0,drawing,winning,False,True,False
4910237,73,Athletic Club,Jone Amezaga,False,1,0,1,1,losing,drawing,True,False,False
4910238,54,Madrid CFF,Allegra Poljak,True,0,0,1,0,drawing,winning,False,True,False
4910238,82,Atletico Madrid,Fiamma Benitez,False,1,0,1,1,losing,drawing,True,False,True
4910239,2,Real Madrid,Caroline Weir,True,0,0,1,0,drawing,winning,False,True,False
4910239,10,Real Madrid,Sara Däbritz,True,1,0,2,0,winning,winning,False,False,False
4910239,54,Real Madrid,Sara Däbritz,True,2,0,3,0,winning,winning,False,False,False
4910239,90,Real Madrid,Athenea del Castillo,True,3,0,4,0,winning,winning,False,False,True
4910240,25,Eibar,Juliana Cardozo,False,0,0,0,1,drawing,winning,False,True,False
4910240,53,Granada,Sonya Keefe,True,0,1,1,1,losing,drawing,True,False,False
4910240,60,Granada,Laura Requena,True,1,1,2,1,drawing,winning,False,True,False
4910240,71,Granada,Laura Requena,True,2,1,3,1,winning,winning,False,False,False
4910241,19,Barcelona,Salma Paralluelo,False,0,0,0,1,drawing,winning,False,True,False
4910241,39,Barcelona,Claudia Pina,False,0,1,0,2,winning,winning,False,False,False
4910241,49,Barcelona,Vicky Lopez,False,0,2,0,3,winning,winning,False,False,False
4910241,74,Barcelona,Claudia Pina,False,0,3,0,4,winning,winning,False,False,False
4910241,90,Barcelona,Claudia Pina,False,0,4,0,5,winning,winning,False,False,True
4910242,16,Real Sociedad,Nerea Eizagirre,True,0,0,1,0,drawing,winning,False,True,False
4910242,27,Levante,Érika González,False,1,0,1,1,losing,drawing,True,False,False
4910242,81,Real Sociedad,Nerea Eizagirre,True,1,1,2,1,drawing,winning,False,True,True
4910243,28,Athletic Club,Nerea Nevado,True,0,0,1,0,drawing,winning,False,True,False
4910243,45,Sevilla,Isabel Álvarez,False,1,0,1,1,losing,drawing,True,False,False
4910244,49,Real Sociedad,Edna Imade,False,0,0,0,1,drawing,winning,False,True,False
4910244,90,Real Sociedad,Lucia Pardo,False,0,1,0,2,winning,winning,False,False,True
4910245,45,Madrid CFF,Monica,False,0,0,0,1,drawing,winning,False,True,False
4910245,67,Deportivo La Coruna,Paula Monteagudo,True,0,1,1,1,losing,drawing,True,False,False
4910245,89,Madrid CFF,Nuria Mendoza,False,1,1,1,2,drawing,winning,False,True,True
4910246,18,Logrono,Mia Asenjo,True,0,0,1,0,drawing,winning,False,True,False
4910246,44,Alhama CF,Belen,False,1,0,1,1,losing,drawing,True,False,False
4910246,45,Alhama CF,Yaiza Relea,False,1,1,1,2,drawing,winning,False,True,False
4910246,70,Logrono,Paula Partido,True,1,2,2,2,losing,drawing,True,False,False
4910246,77,Alhama CF,Yaiza Relea,False,2,2,2,3,drawing,winning,False,True,True
4910246,83,Alhama CF,Raquel Pinel,False,2,3,2,4,winning,winning,False,False,True
4910247,47,Atletico Madrid,Fiamma Benitez,False,0,0,0,1,drawing,winning,False,True,False
4910247,51,Atletico Madrid,Fiamma Benitez,False,0,1,0,2,winning,winning,False,False,False
4910247,62,Atletico Madrid,Vilde Bøe Risa,False,0,2,0,3,winning,winning,False,False,False
4910247,71,Atletico Madrid,Synne Jensen,False,0,3,0,4,winning,winning,False,False,False
4910248,39,Eibar,Opah Clement,False,0,0,0,1,drawing,winning,False,True,False
4910249,21,Barcelona,Alexia Putellas,True,0,0,1,0,drawing,winning,False,True,False
4910249,55,Barcelona,Ewa Pajor,True,1,0,2,0,winning,winning,False,False,False
4910251,14,Alhama CF,Marta Gestera,True,0,0,1,0,drawing,winning,False,True,False
4910251,40,Alhama CF,Astrid Alvarez,True,1,0,2,0,winning,winning,False,False,False
4910251,54,Alhama CF,Belen,True,2,0,3,0,winning,winning,False,False,False
4910251,74,Deportivo La Coruna,Paula Monteagudo,False,3,0,3,1,losing,losing,False,False,False
4910252,4,Granada,Sonya Keefe,False,0,0,0,1,drawing,winning,False,True,False
4910252,84,Logrono,Daiana Falfan,True,0,1,1,1,losing,drawing,True,False,True
4910253,14,Barcelona,Clara Serrajordi,False,0,0,0,1,drawing,winning,False,True,False
4910253,54,Barcelona,Vicky Lopez,False,0,1,0,2,winning,winning,False,False,False
4910253,73,Barcelona,Caroline Graham Hansen,False,0,2,0,3,winning,winning,False,False,False
4910253,90,Barcelona,Salma Paralluelo,False,0,3,0,4,winning,winning,False,False,True
4910254,12,UD Tenerife,Sakina Ouzraoui,False,0,0,0,1,drawing,winning,False,True,False
4910254,22,UD Tenerife,Natalia Ramos,False,0,1,0,2,winning,winning,False,False,False
4910254,35,Real Sociedad,Edna Imade,True,0,2,1,2,losing,losing,False,False,False
4910255,86,Atletico Madrid,Lauren,True,0,0,1,0,drawing,winning,False,True,True
4910255,88,Athletic Club,Jone Amezaga,False,1,0,1,1,losing,drawing,True,False,True
4910256,26,Real Madrid,Linda Caicedo,True,0,0,1,0,drawing,winning,False,True,False
4910256,38,Real Madrid,Naomie Feller,True,1,0,2,0,winning,winning,False,False,False
4910256,58,Real Madrid,Athenea del Castillo,True,2,0,3,0,winning,winning,False,False,False
4910257,45,Sevilla,Andrea Alvarez,True,0,0,1,0,drawing,winning,False,True,False
4910258,8,Madrid CFF,Allegra Poljak,True,0,0,1,0,drawing,winning,False,True,False
4910258,79,Madrid CFF,Kamilla Melgård,True,1,0,2,0,winning,winning,False,False,True
4910259,14,Real Madrid,Caroline Weir,False,0,0,0,1,drawing,winning,False,True,False
4910259,20,Real Madrid,Ane Campos,False,0,1,0,2,winning,winning,False,False,False
4910259,71,Athletic Club,Nerea Nevado,True,0,2,1,2,losing,losing,False,False,False
4910259,82,Real Madrid,Caroline Weir,False,1,2,1,3,winning,winning,False,False,True
4910259,90,Real Madrid,Iris Santiago,False,1,3,1,4,winning,winning,False,False,True
4910260,2,Barcelona,Esmee Brugts,False,0,0,0,1,drawing,winning,False,True,False
4910260,41,Barcelona,Patricia Guijarro,False,0,1,0,2,winning,winning,False,False,False
4910260,53,Barcelona,Ewa Pajor,False,0,2,0,3,winning,winning,False,False,False
4910260,63,Barcelona,Alexia Putellas,False,0,3,0,4,winning,winning,False,False,False
4910260,85,Barcelona,Vicky Lopez,False,0,4,0,5,winning,winning,False,False,True
4910260,90,Barcelona,Laia Aleixandri,False,0,5,0,6,winning,winning,False,False,True
4910261,19,Levante Badalona,Elena Julve,True,0,0,1,0,drawing,winning,False,True,False
4910262,8,Deportivo La Coruna,Ainhoa Marin,True,0,0,1,0,drawing,winning,False,True,False
4910262,25,Deportivo La Coruna,Millene Cabral,True,1,0,2,0,winning,winning,False,False,False
4910262,45,Logrono,Isabel Corte,False,2,0,2,1,losing,losing,False,False,False
4910262,70,Logrono,Flavine Mawete,False,2,1,2,2,losing,drawing,True,False,False
4910263,35,Granada,Sonya Keefe,True,0,0,1,0,drawing,winning,False,True,False
4910263,42,Real Sociedad,Edna Imade,False,1,0,1,1,losing,drawing,True,False,False
4910263,87,Real Sociedad,Edna Imade,False,1,1,1,2,drawing,winning,False,True,True
4910263,90,Granada,Maria Barquero,True,1,2,2,2,losing,drawing,True,False,True
4910264,85,Sevilla,Inma Gabarro,False,0,0,0,1,drawing,winning,False,True,True
4910265,9,Espanyol,Ainoa Campo,True,0,0,1,0,drawing,winning,False,True,False
4910265,53,Espanyol,Ona Baradad,True,1,0,2,0,winning,winning,False,False,False
4910265,90,Espanyol,Angeles,True,2,0,3,0,winning,winning,False,False,True
4910266,87,Eibar,Carmen Álvarez,False,0,0,0,1,drawing,winning,False,True,True
4910268,19,Espanyol,Anna Torroda,False,0,0,0,1,drawing,winning,False,True,False
4910268,57,Espanyol,Ainoa Campo,False,0,1,0,2,winning,winning,False,False,False
4910269,58,Real Sociedad,Edna Imade,False,0,0,0,1,drawing,winning,False,True,False
4910269,73,Real Sociedad,Edna Imade,False,0,1,0,2,winning,winning,False,False,False
4910269,90,Real Sociedad,Claire Lavogez,False,0,2,0,3,winning,winning,False,False,True
4910270,51,Barcelona,Claudia Pina,True,0,0,1,0,drawing,winning,False,True,False
4910270,87,Barcelona,Francisca Nazareth,True,1,0,2,0,winning,winning,False,False,True
4910271,6,Atletico Madrid,Gabriela Garcia,False,0,0,0,1,drawing,winning,False,True,False
4910271,70,Deportivo La Coruna,Millene Cabral,True,0,1,1,1,losing,drawing,True,False,False
4910272,3,Levante Badalona,Lice Chamorro,False,0,0,0,1,drawing,winning,False,True,False
4910272,19,UD Tenerife,Natalia Ramos,True,0,1,1,1,losing,drawing,True,False,False
4910272,30,Levante Badalona,Maria Llompart,False,1,1,1,2,drawing,winning,False,True,False
4910272,37,UD Tenerife,Paola Hernández,True,1,2,2,2,losing,drawing,True,False,False
4910273,17,Real Madrid,Paula Comendador,True,0,0,1,0,drawing,winning,False,True,False
4910273,57,Real Madrid,Sara Holmgaard,True,1,0,2,0,winning,winning,False,False,False
4910273,60,Real Madrid,Alba Redondo,True,2,0,3,0,winning,winning,False,False,False
4910273,63,Real Madrid,Rocio,True,3,0,4,0,winning,winning,False,False,False
4910274,32,Madrid CFF,Hildur Antonsdottir,False,0,0,0,1,drawing,winning,False,True,False
4910274,49,Sevilla,Andrea Alvarez,True,0,1,1,1,losing,drawing,True,False,False
4910274,60,Madrid CFF,Monica,False,1,1,1,2,drawing,winning,False,True,False
4910274,80,Madrid CFF,Bárbara Lopez,False,1,2,1,3,winning,winning,False,False,True
4910277,41,Real Madrid,Sara Däbritz,False,0,0,0,1,drawing,winning,False,True,False
4910278,29,UD Tenerife,Carlota Suarez,False,0,0,0,1,drawing,winning,False,True,False
4910278,45,Levante,Patri,True,0,1,1,1,losing,drawing,True,False,False
4910278,63,UD Tenerife,Natalia Ramos,False,1,1,1,2,drawing,winning,False,True,False
4910278,83,Levante,Érika González,True,1,2,2,2,losing,drawing,True,False,True
4910278,90,UD Tenerife,Sandra Castello,False,2,2,2,3,drawing,winning,False,True,True
4910278,90,UD Tenerife,Iratxe Perez,False,2,3,2,4,winning,winning,False,False,True
4910279,21,Atletico Madrid,Synne Jensen,True,0,0,1,0,drawing,winning,False,True,False
4910279,45,Atletico Madrid,Synne Jensen,True,1,0,2,0,winning,winning,False,False,False
4910279,51,Atletico Madrid,Gabriela Garcia,True,2,0,3,0,winning,winning,False,False,False
4910279,56,Atletico Madrid,Fiamma Benitez,True,3,0,4,0,winning,winning,False,False,False
4910280,48,Eibar,Sara Martin,True,0,0,1,0,drawing,winning,False,True,False
4910281,37,Real Sociedad,Edna Imade,True,0,0,1,0,drawing,winning,False,True,False
4910282,36,Granada,Sonya Keefe,False,0,0,0,1,drawing,winning,False,True,False
4910283,48,Athletic Club,Ane Campos,True,0,0,1,0,drawing,winning,False,True,False
4910283,81,Athletic Club,Ane Azkona,True,1,0,2,0,winning,winning,False,False,True
4910284,36,Levante,Érika González,False,0,0,0,1,drawing,winning,False,True,False
4910284,90,Levante Badalona,Lice Chamorro,True,0,1,1,1,losing,drawing,True,False,True
4910285,3,Real Sociedad,Lucia Rodriguez,False,0,0,0,1,drawing,winning,False,True,False
4910285,41,Espanyol,Paula Arana,True,0,1,1,1,losing,drawing,True,False,False
4910285,62,Real Sociedad,Aiara Agirrezabala,False,1,1,1,2,drawing,winning,False,True,False
4910285,74,Real Sociedad,Klara Cahynova,False,1,2,1,3,winning,winning,False,False,False
4910285,77,Espanyol,Ainoa Campo,True,1,3,2,3,losing,losing,False,False,True
4910286,16,Sevilla,Andrea Alvarez,False,0,0,0,1,drawing,winning,False,True,False
4910286,77,Sevilla,Raquel Morcillo,False,0,1,0,2,winning,winning,False,False,True
4910287,12,UD Tenerife,Carlota Suarez,False,0,0,0,1,drawing,winning,False,True,False
4910287,84,UD Tenerife,Claudia Blanco,False,0,1,0,2,winning,winning,False,False,True
4910288,30,Real Madrid,Alba Santamaria,True,0,0,1,0,drawing,winning,False,True,False
4910288,50,Real Madrid,Silvia Cristobal,True,1,0,2,0,winning,winning,False,False,False
4910288,54,Real Madrid,Lotte Keukelaar,True,2,0,3,0,winning,winning,False,False,False
4910288,89,Real Madrid,Iris Santiago,True,3,0,4,0,winning,winning,False,False,True
4910288,90,Real Madrid,Linda Caicedo,True,4,0,5,0,winning,winning,False,False,True
4910289,14,Atletico Madrid,Fiamma Benitez,False,0,0,0,1,drawing,winning,False,True,False
4910289,34,Atletico Madrid,Luany Vitoria da Silva Rosa,False,0,1,0,2,winning,winning,False,False,False
4910289,71,Atletico Madrid,Luany Vitoria da Silva Rosa,False,0,2,0,3,winning,winning,False,False,False
4910289,78,Atletico Madrid,Rosa Otermin,False,0,3,0,4,winning,winning,False,False,True
4910289,86,Atletico Madrid,Julia Bartel,False,0,4,0,5,winning,winning,False,False,True
4910290,16,Barcelona,Vicky Lopez,True,0,0,1,0,drawing,winning,False,True,False
4910290,18,Barcelona,Alexia Putellas,True,1,0,2,0,winning,winning,False,False,False
4910290,22,Barcelona,Mapi Leon,True,2,0,3,0,winning,winning,False,False,False
4910290,28,Barcelona,Laia Aleixandri,True,3,0,4,0,winning,winning,False,False,False
4910290,32,Barcelona,Laia Aleixandri,True,4,0,5,0,winning,winning,False,False,False
4910290,36,Barcelona,Claudia Pina,True,5,0,6,0,winning,winning,False,False,False
4910290,41,Barcelona,Vera Martinez,True,6,0,7,0,winning,winning,False,False,False
4910290,45,Barcelona,Caroline Graham Hansen,True,7,0,8,0,winning,winning,False,False,False
4910291,30,Madrid CFF,Allegra Poljak,False,0,0,0,1,drawing,winning,False,True,False
4910291,45,Madrid CFF,Angela Sosa,False,0,1,0,2,winning,winning,False,False,False
4910291,47,Madrid CFF,Malou Rylov,False,0,2,0,3,winning,winning,False,False,False
4910291,86,Madrid CFF,Emilie Nautnes,False,0,3,0,4,winning,winning,False,False,True
4910291,90,Alhama CF,Mariana Diaz Leal,True,0,4,1,4,losing,losing,False,False,True
4910292,38,Atletico Madrid,Vilde Bøe Risa,True,0,0,1,0,drawing,winning,False,True,False
